"","X","Lokal","F.e5.ngst.e5.r","F.f6.delse.e5.r","ID","X.c5.lder","Redskap","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"871",1223,"BT",1989,1983,1989130,6,9,77,135,169,220,239,250,NA,NA,NA
"872",1224,"BT",1989,1983,1989153,6,9,80,137,203,266,310,382,NA,NA,NA
"873",1225,"BT",1989,1983,1989155,6,9,76,126,150,167,193,252,NA,NA,NA
"874",1226,"BT",1989,1983,1989156,6,9,95,152,185,259,304,374,NA,NA,NA
"875",1227,"BT",1989,1983,1989166,6,9,74,130,159,174,187,208,NA,NA,NA
"876",1228,"BT",1989,1983,1989178,6,9,79,134,177,226,257,273,NA,NA,NA
"877",1229,"BT",1989,1983,1989181,6,9,76,123,155,176,206,250,NA,NA,NA
"878",1230,"BT",1989,1983,1989183,6,9,84,132,198,276,322,364,NA,NA,NA
"879",1231,"BT",1989,1983,1989215,6,9,55,110,138,165,191,220,NA,NA,NA
"880",1232,"BT",1989,1983,1989225,6,9,88,144,182,224,257,294,NA,NA,NA
"881",1233,"BT",1989,1983,1989247,6,9,73,126,181,229,255,271,NA,NA,NA
"882",1234,"BT",1989,1983,1989278,6,9,78,136,200,235,247,249,NA,NA,NA
"883",1235,"BT",1989,1983,1989279,6,9,79,136,199,255,294,328,NA,NA,NA
"884",1236,"BT",1989,1983,1989319,6,9,52,83,106,126,145,180,NA,NA,NA
"885",1237,"BT",1989,1983,1989370,6,9,62,97,170,228,264,294,NA,NA,NA
"886",1238,"BT",1989,1983,1989371,6,9,82,138,187,236,286,311,NA,NA,NA
"887",1239,"BT",1989,1983,1989372,6,9,66,100,173,228,266,314,NA,NA,NA
"888",1240,"BT",1989,1983,1989373,6,9,75,130,182,229,262,284,NA,NA,NA
"889",1241,"BT",1989,1983,1989374,6,9,70,149,204,260,291,317,NA,NA,NA
"890",1242,"BT",1989,1983,1989391,6,9,73,133,183,228,261,272,NA,NA,NA
"891",1243,"BT",1989,1983,1989411,6,9,81,137,177,213,231,240,NA,NA,NA
"892",1244,"BT",1989,1984,198911,5,9,56,100,131,169,179,NA,NA,NA,NA
"893",1245,"BT",1989,1984,198913,5,9,73,133,173,198,215,NA,NA,NA,NA
"894",1246,"BT",1989,1984,1989128,5,9,82,150,209,242,272,NA,NA,NA,NA
"895",1247,"BT",1989,1984,1989131,5,9,85,147,193,221,235,NA,NA,NA,NA
"896",1248,"BT",1989,1984,1989133,5,9,75,119,182,204,214,NA,NA,NA,NA
"897",1249,"BT",1989,1984,1989142,5,9,56,97,151,206,220,NA,NA,NA,NA
"898",1250,"BT",1989,1984,1989162,5,9,96,155,179,199,212,NA,NA,NA,NA
"899",1251,"BT",1989,1984,1989163,5,9,74,135,176,189,196,NA,NA,NA,NA
"900",1252,"BT",1989,1984,1989180,5,9,87,145,187,207,238,NA,NA,NA,NA
"901",1253,"BT",1989,1984,1989182,5,9,85,148,194,218,227,NA,NA,NA,NA
"902",1254,"BT",1989,1984,1989184,5,9,78,150,195,242,303,NA,NA,NA,NA
"903",1255,"BT",1989,1984,1989223,5,9,88,138,179,204,220,NA,NA,NA,NA
"904",1256,"BT",1989,1984,1989246,5,9,81,138,192,225,260,NA,NA,NA,NA
"905",1257,"BT",1989,1984,1989412,5,9,87,161,209,253,292,NA,NA,NA,NA
"906",1258,"BT",1989,1985,19896,4,9,82,117,158,195,NA,NA,NA,NA,NA
"907",1259,"BT",1989,1985,19899,4,9,60,135,182,201,NA,NA,NA,NA,NA
"908",1260,"BT",1989,1985,198914,4,9,83,155,181,191,NA,NA,NA,NA,NA
"909",1261,"BT",1989,1985,198917,4,9,80,152,196,214,NA,NA,NA,NA,NA
"910",1262,"BT",1989,1985,198984,4,9,94,159,187,203,NA,NA,NA,NA,NA
"911",1263,"BT",1989,1985,1989137,4,9,65,99,134,155,NA,NA,NA,NA,NA
"912",1264,"BT",1989,1985,1989140,4,9,73,129,183,194,NA,NA,NA,NA,NA
"913",1265,"BT",1989,1985,1989144,4,9,79,143,153,192,NA,NA,NA,NA,NA
"914",1266,"BT",1989,1985,1989158,4,9,63,134,185,204,NA,NA,NA,NA,NA
"915",1267,"BT",1989,1985,1989164,4,9,67,149,194,207,NA,NA,NA,NA,NA
"916",1268,"BT",1989,1985,1989165,4,9,70,116,188,207,NA,NA,NA,NA,NA
"917",1269,"BT",1989,1985,1989167,4,9,52,94,177,206,NA,NA,NA,NA,NA
"918",1270,"BT",1989,1985,1989169,4,9,61,136,190,206,NA,NA,NA,NA,NA
"919",1271,"BT",1989,1985,1989176,4,9,81,142,172,182,NA,NA,NA,NA,NA
"920",1272,"BT",1989,1985,1989187,4,9,63,129,168,201,NA,NA,NA,NA,NA
"921",1273,"BT",1989,1985,1989188,4,9,69,178,242,260,NA,NA,NA,NA,NA
"922",1274,"BT",1989,1985,1989189,4,9,79,147,184,197,NA,NA,NA,NA,NA
"923",1275,"BT",1989,1985,1989192,4,9,52,101,158,179,NA,NA,NA,NA,NA
"924",1276,"BT",1989,1985,1989200,4,9,80,160,190,202,NA,NA,NA,NA,NA
"925",1277,"BT",1989,1985,1989202,4,9,62,130,174,197,NA,NA,NA,NA,NA
"926",1278,"BT",1989,1985,1989206,4,9,94,150,180,191,NA,NA,NA,NA,NA
"927",1279,"BT",1989,1985,1989362,4,9,95,176,193,203,NA,NA,NA,NA,NA
"928",1280,"BT",1989,1985,1989375,4,9,70,148,206,227,NA,NA,NA,NA,NA
"929",1281,"BT",1989,1985,1989389,4,9,57,139,174,199,NA,NA,NA,NA,NA
"930",1282,"BT",1989,1985,1989390,4,9,81,166,211,235,NA,NA,NA,NA,NA
"931",1283,"BT",1989,1985,1989420,4,9,90,154,200,219,NA,NA,NA,NA,NA
"932",1284,"BT",1989,1985,1989450,4,9,83,152,188,215,NA,NA,NA,NA,NA
"933",1285,"BT",1989,1985,1989463,4,9,76,143,223,264,NA,NA,NA,NA,NA
"934",1286,"BT",1989,1985,1989465,4,9,60,129,176,196,NA,NA,NA,NA,NA
"935",1287,"BT",1989,1986,19893,3,9,84,150,187,NA,NA,NA,NA,NA,NA
"936",1288,"BT",1989,1986,19895,3,9,96,164,190,NA,NA,NA,NA,NA,NA
"937",1289,"BT",1989,1986,198934,3,9,97,166,189,NA,NA,NA,NA,NA,NA
"938",1290,"BT",1989,1986,198950,3,9,82,148,181,NA,NA,NA,NA,NA,NA
"939",1291,"BT",1989,1986,198969,3,9,73,135,167,NA,NA,NA,NA,NA,NA
"940",1292,"BT",1989,1986,198979,3,9,83,155,194,NA,NA,NA,NA,NA,NA
"941",1293,"BT",1989,1986,198987,3,9,74,137,175,NA,NA,NA,NA,NA,NA
"942",1294,"BT",1989,1986,1989129,3,9,86,177,252,NA,NA,NA,NA,NA,NA
"943",1295,"BT",1989,1986,1989134,3,9,84,150,179,NA,NA,NA,NA,NA,NA
"944",1296,"BT",1989,1986,1989138,3,9,80,148,178,NA,NA,NA,NA,NA,NA
"945",1297,"BT",1989,1986,1989141,3,9,86,151,186,NA,NA,NA,NA,NA,NA
"946",1298,"BT",1989,1986,1989143,3,9,83,154,192,NA,NA,NA,NA,NA,NA
"947",1299,"BT",1989,1986,1989145,3,9,80,144,178,NA,NA,NA,NA,NA,NA
"948",1300,"BT",1989,1986,1989146,3,9,91,159,187,NA,NA,NA,NA,NA,NA
"949",1301,"BT",1989,1986,1989147,3,9,80,156,200,NA,NA,NA,NA,NA,NA
"950",1302,"BT",1989,1986,1989160,3,9,89,161,193,NA,NA,NA,NA,NA,NA
"951",1303,"BT",1989,1986,1989161,3,9,79,148,185,NA,NA,NA,NA,NA,NA
"952",1304,"BT",1989,1986,1989168,3,9,86,160,192,NA,NA,NA,NA,NA,NA
"953",1305,"BT",1989,1986,1989170,3,9,84,167,198,NA,NA,NA,NA,NA,NA
"954",1306,"BT",1989,1986,1989173,3,9,86,153,189,NA,NA,NA,NA,NA,NA
"955",1307,"BT",1989,1986,1989174,3,9,82,155,189,NA,NA,NA,NA,NA,NA
"956",1308,"BT",1989,1986,1989190,3,9,94,158,182,NA,NA,NA,NA,NA,NA
"957",1309,"BT",1989,1986,1989191,3,9,84,166,197,NA,NA,NA,NA,NA,NA
"958",1310,"BT",1989,1986,1989193,3,9,90,164,187,NA,NA,NA,NA,NA,NA
"959",1311,"BT",1989,1986,1989194,3,9,89,165,196,NA,NA,NA,NA,NA,NA
"960",1312,"BT",1989,1986,1989195,3,9,85,157,197,NA,NA,NA,NA,NA,NA
"961",1313,"BT",1989,1986,1989198,3,9,93,162,200,NA,NA,NA,NA,NA,NA
"962",1314,"BT",1989,1986,1989199,3,9,83,149,174,NA,NA,NA,NA,NA,NA
"963",1315,"BT",1989,1986,1989201,3,9,82,155,183,NA,NA,NA,NA,NA,NA
"964",1316,"BT",1989,1986,1989205,3,9,81,150,177,NA,NA,NA,NA,NA,NA
"965",1317,"BT",1989,1986,1989207,3,9,73,151,185,NA,NA,NA,NA,NA,NA
"966",1318,"BT",1989,1986,1989208,3,9,90,157,182,NA,NA,NA,NA,NA,NA
"967",1319,"BT",1989,1986,1989210,3,9,92,162,214,NA,NA,NA,NA,NA,NA
"968",1320,"BT",1989,1986,1989211,3,9,81,140,175,NA,NA,NA,NA,NA,NA
"969",1321,"BT",1989,1986,1989212,3,9,78,158,196,NA,NA,NA,NA,NA,NA
"970",1322,"BT",1989,1986,1989213,3,9,79,154,184,NA,NA,NA,NA,NA,NA
"971",1323,"BT",1989,1986,1989214,3,9,102,180,212,NA,NA,NA,NA,NA,NA
"972",1324,"BT",1989,1986,1989216,3,9,90,167,206,NA,NA,NA,NA,NA,NA
"973",1325,"BT",1989,1986,1989217,3,9,84,153,190,NA,NA,NA,NA,NA,NA
"974",1326,"BT",1989,1986,1989218,3,9,89,161,192,NA,NA,NA,NA,NA,NA
"975",1327,"BT",1989,1986,1989219,3,9,89,166,186,NA,NA,NA,NA,NA,NA
"976",1328,"BT",1989,1986,1989220,3,9,89,167,192,NA,NA,NA,NA,NA,NA
"977",1329,"BT",1989,1986,1989221,3,9,93,168,200,NA,NA,NA,NA,NA,NA
"978",1330,"BT",1989,1986,1989224,3,9,87,165,199,NA,NA,NA,NA,NA,NA
"979",1331,"BT",1989,1986,1989239,3,9,81,143,177,NA,NA,NA,NA,NA,NA
"980",1332,"BT",1989,1986,1989240,3,9,86,153,186,NA,NA,NA,NA,NA,NA
"981",1333,"BT",1989,1986,1989273,3,9,85,153,194,NA,NA,NA,NA,NA,NA
"982",1334,"BT",1989,1986,1989276,3,9,75,170,222,NA,NA,NA,NA,NA,NA
"983",1335,"BT",1989,1986,1989277,3,9,82,159,197,NA,NA,NA,NA,NA,NA
"984",1336,"BT",1989,1986,1989299,3,9,84,163,214,NA,NA,NA,NA,NA,NA
"985",1337,"BT",1989,1986,1989314,3,9,85,154,193,NA,NA,NA,NA,NA,NA
"986",1338,"BT",1989,1986,1989323,3,9,63,152,199,NA,NA,NA,NA,NA,NA
"987",1339,"BT",1989,1986,1989326,3,9,83,156,191,NA,NA,NA,NA,NA,NA
"988",1340,"BT",1989,1986,1989339,3,9,68,121,182,NA,NA,NA,NA,NA,NA
"989",1341,"BT",1989,1986,1989356,3,9,95,161,189,NA,NA,NA,NA,NA,NA
"990",1342,"BT",1989,1986,1989364,3,9,81,125,205,NA,NA,NA,NA,NA,NA
"991",1343,"BT",1989,1986,1989367,3,9,87,161,198,NA,NA,NA,NA,NA,NA
"992",1344,"BT",1989,1986,1989378,3,9,82,164,190,NA,NA,NA,NA,NA,NA
"993",1345,"BT",1989,1986,1989384,3,9,88,155,186,NA,NA,NA,NA,NA,NA
"994",1346,"BT",1989,1986,1989387,3,9,92,163,183,NA,NA,NA,NA,NA,NA
"995",1347,"BT",1989,1986,1989410,3,9,82,138,168,NA,NA,NA,NA,NA,NA
"996",1348,"BT",1989,1986,1989419,3,9,68,149,189,NA,NA,NA,NA,NA,NA
"997",1349,"BT",1989,1986,1989429,3,9,64,137,188,NA,NA,NA,NA,NA,NA
"998",1350,"BT",1989,1986,1989455,3,9,66,101,141,NA,NA,NA,NA,NA,NA
"999",1351,"BT",1989,1986,1989457,3,9,81,153,184,NA,NA,NA,NA,NA,NA
"1000",1352,"BT",1989,1986,1989460,3,9,67,148,187,NA,NA,NA,NA,NA,NA
"1001",1353,"BT",1989,1986,1989466,3,9,80,149,187,NA,NA,NA,NA,NA,NA
"1002",1354,"BT",1989,1987,198910,2,9,89,160,NA,NA,NA,NA,NA,NA,NA
"1003",1355,"BT",1989,1987,198923,2,9,70,135,NA,NA,NA,NA,NA,NA,NA
"1004",1356,"BT",1989,1987,198939,2,9,70,146,NA,NA,NA,NA,NA,NA,NA
"1005",1357,"BT",1989,1987,198946,2,9,76,163,NA,NA,NA,NA,NA,NA,NA
"1006",1358,"BT",1989,1987,1989106,2,9,83,143,NA,NA,NA,NA,NA,NA,NA
"1007",1359,"BT",1989,1987,1989132,2,9,82,170,NA,NA,NA,NA,NA,NA,NA
"1008",1360,"BT",1989,1987,1989135,2,9,68,139,NA,NA,NA,NA,NA,NA,NA
"1009",1361,"BT",1989,1987,1989139,2,9,68,144,NA,NA,NA,NA,NA,NA,NA
"1010",1362,"BT",1989,1987,1989159,2,9,80,154,NA,NA,NA,NA,NA,NA,NA
"1011",1363,"BT",1989,1987,1989175,2,9,83,164,NA,NA,NA,NA,NA,NA,NA
"1012",1364,"BT",1989,1987,1989197,2,9,79,146,NA,NA,NA,NA,NA,NA,NA
"1013",1365,"BT",1989,1987,1989203,2,9,77,168,NA,NA,NA,NA,NA,NA,NA
"1014",1366,"BT",1989,1987,1989209,2,9,81,161,NA,NA,NA,NA,NA,NA,NA
"1015",1367,"BT",1989,1987,1989242,2,9,78,150,NA,NA,NA,NA,NA,NA,NA
"1016",1368,"BT",1989,1987,1989244,2,9,78,152,NA,NA,NA,NA,NA,NA,NA
"1017",1369,"BT",1989,1987,1989248,2,9,85,161,NA,NA,NA,NA,NA,NA,NA
"1018",1370,"BT",1989,1987,1989251,2,9,84,154,NA,NA,NA,NA,NA,NA,NA
"1019",1371,"BT",1989,1987,1989253,2,9,65,133,NA,NA,NA,NA,NA,NA,NA
"1020",1372,"BT",1989,1987,1989254,2,9,79,137,NA,NA,NA,NA,NA,NA,NA
"1021",1373,"BT",1989,1987,1989255,2,9,81,149,NA,NA,NA,NA,NA,NA,NA
"1022",1374,"BT",1989,1987,1989256,2,9,68,141,NA,NA,NA,NA,NA,NA,NA
"1023",1375,"BT",1989,1987,1989264,2,9,74,150,NA,NA,NA,NA,NA,NA,NA
"1024",1376,"BT",1989,1987,1989266,2,9,52,103,NA,NA,NA,NA,NA,NA,NA
"1025",1377,"BT",1989,1987,1989267,2,9,89,147,NA,NA,NA,NA,NA,NA,NA
"1026",1378,"BT",1989,1987,1989269,2,9,70,138,NA,NA,NA,NA,NA,NA,NA
"1027",1379,"BT",1989,1987,1989270,2,9,74,161,NA,NA,NA,NA,NA,NA,NA
"1028",1380,"BT",1989,1987,1989272,2,9,78,118,NA,NA,NA,NA,NA,NA,NA
"1029",1381,"BT",1989,1987,1989285,2,9,81,149,NA,NA,NA,NA,NA,NA,NA
"1030",1382,"BT",1989,1987,1989295,2,9,85,149,NA,NA,NA,NA,NA,NA,NA
"1031",1383,"BT",1989,1987,1989301,2,9,86,163,NA,NA,NA,NA,NA,NA,NA
"1032",1384,"BT",1989,1987,1989303,2,9,75,157,NA,NA,NA,NA,NA,NA,NA
"1033",1385,"BT",1989,1987,1989309,2,9,65,149,NA,NA,NA,NA,NA,NA,NA
"1034",1386,"BT",1989,1987,1989310,2,9,71,148,NA,NA,NA,NA,NA,NA,NA
"1035",1387,"BT",1989,1987,1989313,2,9,76,146,NA,NA,NA,NA,NA,NA,NA
"1036",1388,"BT",1989,1987,1989317,2,9,82,156,NA,NA,NA,NA,NA,NA,NA
"1037",1389,"BT",1989,1987,1989320,2,9,78,154,NA,NA,NA,NA,NA,NA,NA
"1038",1390,"BT",1989,1987,1989325,2,9,73,155,NA,NA,NA,NA,NA,NA,NA
"1039",1391,"BT",1989,1987,1989340,2,9,82,164,NA,NA,NA,NA,NA,NA,NA
"1040",1392,"BT",1989,1987,1989342,2,9,68,136,NA,NA,NA,NA,NA,NA,NA
"1041",1393,"BT",1989,1987,1989355,2,9,68,129,NA,NA,NA,NA,NA,NA,NA
"1042",1394,"BT",1989,1987,1989359,2,9,68,144,NA,NA,NA,NA,NA,NA,NA
"1043",1395,"BT",1989,1987,1989360,2,9,74,145,NA,NA,NA,NA,NA,NA,NA
"1044",1396,"BT",1989,1987,1989361,2,9,79,140,NA,NA,NA,NA,NA,NA,NA
"1045",1397,"BT",1989,1987,1989363,2,9,74,135,NA,NA,NA,NA,NA,NA,NA
"1046",1398,"BT",1989,1987,1989368,2,9,69,149,NA,NA,NA,NA,NA,NA,NA
"1047",1399,"BT",1989,1987,1989377,2,9,75,160,NA,NA,NA,NA,NA,NA,NA
"1048",1400,"BT",1989,1987,1989382,2,9,75,141,NA,NA,NA,NA,NA,NA,NA
"1049",1401,"BT",1989,1987,1989388,2,9,73,153,NA,NA,NA,NA,NA,NA,NA
"1050",1402,"BT",1989,1987,1989398,2,9,86,153,NA,NA,NA,NA,NA,NA,NA
"1051",1403,"BT",1989,1987,1989400,2,9,82,149,NA,NA,NA,NA,NA,NA,NA
"1052",1404,"BT",1989,1987,1989403,2,9,86,152,NA,NA,NA,NA,NA,NA,NA
"1053",1405,"BT",1989,1987,1989405,2,9,80,153,NA,NA,NA,NA,NA,NA,NA
"1054",1406,"BT",1989,1987,1989432,2,9,80,150,NA,NA,NA,NA,NA,NA,NA
"1055",1407,"BT",1989,1987,1989437,2,9,58,107,NA,NA,NA,NA,NA,NA,NA
"1056",1408,"BT",1989,1987,1989442,2,9,75,148,NA,NA,NA,NA,NA,NA,NA
"1057",1409,"BT",1989,1987,1989447,2,9,69,139,NA,NA,NA,NA,NA,NA,NA
"1058",1410,"BT",1989,1987,1989449,2,9,72,145,NA,NA,NA,NA,NA,NA,NA
"1059",1411,"BT",1989,1987,1989451,2,9,74,140,NA,NA,NA,NA,NA,NA,NA
"1060",1412,"BT",1989,1987,1989454,2,9,64,117,NA,NA,NA,NA,NA,NA,NA
"1061",1413,"BT",1989,1987,1989461,2,9,73,140,NA,NA,NA,NA,NA,NA,NA
"1062",1414,"BT",1989,1987,1989462,2,9,81,156,NA,NA,NA,NA,NA,NA,NA
"1063",1415,"BT",1989,1988,1989230,1,9,77,NA,NA,NA,NA,NA,NA,NA,NA
"1064",1416,"BT",1989,1988,1989231,1,9,76,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1417,"BT",1989,1988,1989238,1,9,77,NA,NA,NA,NA,NA,NA,NA,NA
"1066",1418,"BT",1989,1988,1989252,1,9,85,NA,NA,NA,NA,NA,NA,NA,NA
"1067",1419,"BT",1989,1988,1989280,1,9,83,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1420,"BT",1989,1988,1989283,1,9,77,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1421,"BT",1989,1988,1989297,1,9,79,NA,NA,NA,NA,NA,NA,NA,NA
"1070",1422,"BT",1989,1988,1989302,1,9,82,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1423,"BT",1989,1988,1989341,1,9,80,NA,NA,NA,NA,NA,NA,NA,NA
"1072",1424,"BT",1989,1988,1989376,1,9,81,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1425,"BT",1989,1988,1989392,1,9,81,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1426,"BT",1989,1988,1989422,1,9,102,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1427,"BT",1989,1988,1989423,1,9,74,NA,NA,NA,NA,NA,NA,NA,NA
"1076",1428,"BT",1989,1988,1989425,1,9,83,NA,NA,NA,NA,NA,NA,NA,NA
"1077",1429,"BT",1989,1988,1989443,1,9,79,NA,NA,NA,NA,NA,NA,NA,NA
"1078",1430,"BT",1989,1988,1989444,1,9,76,NA,NA,NA,NA,NA,NA,NA,NA
"1079",1431,"BT",1989,1988,1989452,1,9,78,NA,NA,NA,NA,NA,NA,NA,NA
"1080",1432,"BT",1989,1988,1989453,1,9,72,NA,NA,NA,NA,NA,NA,NA,NA
"1081",1433,"BT",1989,1988,1989456,1,9,83,NA,NA,NA,NA,NA,NA,NA,NA
"1082",1434,"BT",1990,1982,1990526,8,9,75,93,151,199,235,259,287,313,NA
"1083",1435,"BT",1990,1982,1990614,8,9,71,98,120,145,171,196,216,232,NA
"1084",1436,"BT",1990,1982,1990615,8,9,76,97,132,182,246,276,307,352,NA
"1085",1437,"BT",1990,1982,1990621,8,9,65,96,119,146,164,185,204,238,NA
"1086",1438,"BT",1990,1982,1990624,8,9,70,114,160,189,209,216,224,245,NA
"1087",1439,"BT",1990,1983,1990527,7,9,71,107,131,167,200,239,290,NA,NA
"1088",1440,"BT",1990,1983,1990627,7,9,79,103,157,197,221,265,297,NA,NA
"1089",1441,"BT",1990,1984,1990510,6,9,56,92,124,150,182,219,NA,NA,NA
"1090",1442,"BT",1990,1984,1990528,6,9,93,163,182,199,272,330,NA,NA,NA
"1091",1443,"BT",1990,1984,1990620,6,9,59,94,130,157,193,230,NA,NA,NA
"1092",1444,"BT",1990,1984,1990626,6,9,63,103,132,173,208,237,NA,NA,NA
"1093",1445,"BT",1990,1984,1990632,6,9,83,119,154,184,198,211,NA,NA,NA
"1094",1446,"BT",1990,1984,1990655,6,9,77,123,142,203,221,242,NA,NA,NA
"1095",1447,"BT",1990,1984,1990665,6,9,60,89,166,204,228,236,NA,NA,NA
"1096",1448,"BT",1990,1985,1990512,5,9,79,121,178,213,250,NA,NA,NA,NA
"1097",1449,"BT",1990,1985,1990519,5,9,67,94,118,142,177,NA,NA,NA,NA
"1098",1450,"BT",1990,1985,1990520,5,9,61,85,135,164,206,NA,NA,NA,NA
"1099",1451,"BT",1990,1985,1990563,5,9,87,110,166,226,293,NA,NA,NA,NA
"1100",1452,"BT",1990,1985,1990564,5,9,85,121,157,204,242,NA,NA,NA,NA
"1101",1453,"BT",1990,1985,1990591,5,9,67,102,175,220,286,NA,NA,NA,NA
"1102",1454,"BT",1990,1985,1990616,5,9,76,117,147,183,209,NA,NA,NA,NA
"1103",1455,"BT",1990,1985,1990619,5,9,78,95,162,188,209,NA,NA,NA,NA
"1104",1456,"BT",1990,1985,1990668,5,9,70,96,161,202,213,NA,NA,NA,NA
"1105",1457,"BT",1990,1985,1990700,5,9,59,89,132,171,199,NA,NA,NA,NA
"1106",1458,"BT",1990,1986,1990580,4,9,65,100,139,168,NA,NA,NA,NA,NA
"1107",1459,"BT",1990,1986,1990582,4,9,60,84,142,179,NA,NA,NA,NA,NA
"1108",1460,"BT",1990,1986,1990592,4,9,68,104,144,177,NA,NA,NA,NA,NA
"1109",1461,"BT",1990,1986,1990605,4,9,70,103,141,175,NA,NA,NA,NA,NA
"1110",1462,"BT",1990,1986,1990607,4,9,59,82,119,167,NA,NA,NA,NA,NA
"1111",1463,"BT",1990,1986,1990659,4,9,76,150,193,223,NA,NA,NA,NA,NA
"1112",1464,"BT",1990,1986,1990661,4,9,62,93,168,210,NA,NA,NA,NA,NA
"1113",1465,"BT",1990,1986,1990669,4,9,64,89,140,158,NA,NA,NA,NA,NA
"1114",1466,"BT",1990,1986,1990724,4,9,70,94,155,190,NA,NA,NA,NA,NA
"1115",1467,"BT",1990,1987,1990501,3,9,71,126,178,NA,NA,NA,NA,NA,NA
"1116",1468,"BT",1990,1987,1990503,3,9,69,122,171,NA,NA,NA,NA,NA,NA
"1117",1469,"BT",1990,1987,1990504,3,9,93,120,166,NA,NA,NA,NA,NA,NA
"1118",1470,"BT",1990,1987,1990509,3,9,80,153,182,NA,NA,NA,NA,NA,NA
"1119",1471,"BT",1990,1987,1990524,3,9,69,117,167,NA,NA,NA,NA,NA,NA
"1120",1472,"BT",1990,1987,1990556,3,9,85,114,142,NA,NA,NA,NA,NA,NA
"1121",1473,"BT",1990,1987,1990585,3,9,60,96,152,NA,NA,NA,NA,NA,NA
"1122",1474,"BT",1990,1987,1990617,3,9,68,97,136,NA,NA,NA,NA,NA,NA
"1123",1475,"BT",1990,1987,1990633,3,9,75,114,141,NA,NA,NA,NA,NA,NA
"1124",1476,"BT",1990,1987,1990636,3,9,78,102,154,NA,NA,NA,NA,NA,NA
"1125",1477,"BT",1990,1987,1990641,3,9,64,85,152,NA,NA,NA,NA,NA,NA
"1126",1478,"BT",1990,1987,1990651,3,9,70,118,134,NA,NA,NA,NA,NA,NA
"1127",1479,"BT",1990,1987,1990653,3,9,61,82,134,NA,NA,NA,NA,NA,NA
"1128",1480,"BT",1990,1987,1990675,3,9,81,153,172,NA,NA,NA,NA,NA,NA
"1129",1481,"BT",1990,1987,1990679,3,9,65,118,143,NA,NA,NA,NA,NA,NA
"1130",1482,"BT",1990,1987,1990693,3,9,89,110,155,NA,NA,NA,NA,NA,NA
"1131",1483,"BT",1990,1987,1990709,3,9,72,141,193,NA,NA,NA,NA,NA,NA
"1132",1484,"BT",1990,1987,1990710,3,9,66,117,156,NA,NA,NA,NA,NA,NA
"1133",1485,"BT",1990,1987,1990718,3,9,62,96,140,NA,NA,NA,NA,NA,NA
"1134",1486,"BT",1990,1987,1990722,3,9,70,95,128,NA,NA,NA,NA,NA,NA
"1135",1487,"BT",1990,1987,1990725,3,9,85,150,187,NA,NA,NA,NA,NA,NA
"1136",1488,"BT",1990,1987,1990733,3,9,92,132,160,NA,NA,NA,NA,NA,NA
"1137",1489,"BT",1990,1988,1990508,2,9,67,103,NA,NA,NA,NA,NA,NA,NA
"1138",1490,"BT",1990,1988,1990515,2,9,73,134,NA,NA,NA,NA,NA,NA,NA
"1139",1491,"BT",1990,1988,1990517,2,9,85,133,NA,NA,NA,NA,NA,NA,NA
"1140",1492,"BT",1990,1988,1990518,2,9,78,136,NA,NA,NA,NA,NA,NA,NA
"1141",1493,"BT",1990,1988,1990523,2,9,74,122,NA,NA,NA,NA,NA,NA,NA
"1142",1494,"BT",1990,1988,1990525,2,9,70,145,NA,NA,NA,NA,NA,NA,NA
"1143",1495,"BT",1990,1988,1990536,2,9,70,121,NA,NA,NA,NA,NA,NA,NA
"1144",1496,"BT",1990,1988,1990541,2,9,77,147,NA,NA,NA,NA,NA,NA,NA
"1145",1497,"BT",1990,1988,1990547,2,9,88,132,NA,NA,NA,NA,NA,NA,NA
"1146",1498,"BT",1990,1988,1990550,2,9,74,130,NA,NA,NA,NA,NA,NA,NA
"1147",1499,"BT",1990,1988,1990553,2,9,76,154,NA,NA,NA,NA,NA,NA,NA
"1148",1500,"BT",1990,1988,1990565,2,9,63,82,NA,NA,NA,NA,NA,NA,NA
"1149",1501,"BT",1990,1988,1990569,2,9,76,129,NA,NA,NA,NA,NA,NA,NA
"1150",1502,"BT",1990,1988,1990575,2,9,74,134,NA,NA,NA,NA,NA,NA,NA
"1151",1503,"BT",1990,1988,1990576,2,9,70,135,NA,NA,NA,NA,NA,NA,NA
"1152",1504,"BT",1990,1988,1990577,2,9,76,132,NA,NA,NA,NA,NA,NA,NA
"1153",1505,"BT",1990,1988,1990579,2,9,78,129,NA,NA,NA,NA,NA,NA,NA
"1154",1506,"BT",1990,1988,1990581,2,9,74,127,NA,NA,NA,NA,NA,NA,NA
"1155",1507,"BT",1990,1988,1990587,2,9,73,121,NA,NA,NA,NA,NA,NA,NA
"1156",1508,"BT",1990,1988,1990594,2,9,83,114,NA,NA,NA,NA,NA,NA,NA
"1157",1509,"BT",1990,1988,1990595,2,9,75,132,NA,NA,NA,NA,NA,NA,NA
"1158",1510,"BT",1990,1988,1990598,2,9,73,118,NA,NA,NA,NA,NA,NA,NA
