"","X","Lokal","F.e5.ngst.e5.r","F.f6.delse.e5.r","ID","X.c5.lder","Redskap","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1",353,"BT",1980,1972,198014,8,9,56,85,112,161,174,195,212,241,NA
"2",354,"BT",1980,1972,198046,8,9,71,109,150,196,229,253,268,304,NA
"3",355,"BT",1980,1973,19804,7,9,77,101,149,172,190,210,228,NA,NA
"4",356,"BT",1980,1973,198013,7,9,68,114,152,183,220,249,290,NA,NA
"5",357,"BT",1980,1973,198015,7,9,58,111,166,200,219,246,281,NA,NA
"6",358,"BT",1980,1973,198044,7,9,69,111,170,194,226,266,310,NA,NA
"7",359,"BT",1980,1973,198045,7,9,80,120,158,180,216,239,260,NA,NA
"8",360,"BT",1980,1974,19802,6,9,57,96,136,159,190,223,NA,NA,NA
"9",361,"BT",1980,1974,198011,6,9,63,101,144,173,201,231,NA,NA,NA
"10",362,"BT",1980,1974,198012,6,9,72,112,150,183,223,269,NA,NA,NA
"11",363,"BT",1980,1974,198017,6,9,59,81,110,141,175,217,NA,NA,NA
"12",364,"BT",1980,1974,198040,6,9,69,114,150,193,216,232,NA,NA,NA
"13",365,"BT",1980,1974,198047,6,9,77,119,149,180,205,263,NA,NA,NA
"14",366,"BT",1980,1974,198049,6,9,75,118,159,196,233,275,NA,NA,NA
"15",367,"BT",1980,1974,198058,6,9,54,91,129,160,191,216,NA,NA,NA
"16",368,"BT",1980,1974,1980101,6,9,75,105,134,168,196,233,NA,NA,NA
"17",369,"BT",1980,1974,1980102,6,9,68,97,128,157,193,226,NA,NA,NA
"18",370,"BT",1980,1974,1980119,6,9,61,92,126,162,180,196,NA,NA,NA
"19",371,"BT",1980,1974,1980126,6,9,61,104,141,171,185,209,NA,NA,NA
"20",372,"BT",1980,1974,1980127,6,9,66,112,136,164,187,213,NA,NA,NA
"21",373,"BT",1980,1974,1980130,6,9,76,110,138,170,203,233,NA,NA,NA
"22",374,"BT",1980,1974,1980139,6,9,62,89,119,147,159,178,NA,NA,NA
"23",375,"BT",1980,1975,19808,5,9,66,96,135,175,213,NA,NA,NA,NA
"24",376,"BT",1980,1975,198010,5,9,76,115,142,173,200,NA,NA,NA,NA
"25",377,"BT",1980,1975,198018,5,9,77,122,162,206,251,NA,NA,NA,NA
"26",378,"BT",1980,1975,198019,5,9,66,101,130,153,181,NA,NA,NA,NA
"27",379,"BT",1980,1975,198020,5,9,72,94,125,156,196,NA,NA,NA,NA
"28",380,"BT",1980,1975,198041,5,9,62,102,143,179,225,NA,NA,NA,NA
"29",381,"BT",1980,1975,198042,5,9,67,116,145,177,207,NA,NA,NA,NA
"30",382,"BT",1980,1975,198048,5,9,66,122,161,207,248,NA,NA,NA,NA
"31",383,"BT",1980,1975,198050,5,9,60,88,114,152,189,NA,NA,NA,NA
"32",384,"BT",1980,1975,198051,5,9,64,91,124,155,187,NA,NA,NA,NA
"33",385,"BT",1980,1975,1980104,5,9,61,89,120,158,198,NA,NA,NA,NA
"34",386,"BT",1980,1975,1980105,5,9,80,111,139,165,194,NA,NA,NA,NA
"35",387,"BT",1980,1975,1980106,5,9,64,93,131,175,213,NA,NA,NA,NA
"36",388,"BT",1980,1975,1980107,5,9,60,80,108,144,181,NA,NA,NA,NA
"37",389,"BT",1980,1975,1980108,5,9,60,89,127,152,185,NA,NA,NA,NA
"38",390,"BT",1980,1975,1980109,5,9,60,93,133,170,195,NA,NA,NA,NA
"39",391,"BT",1980,1975,1980110,5,9,64,97,131,168,206,NA,NA,NA,NA
"40",392,"BT",1980,1975,1980113,5,9,66,98,132,160,198,NA,NA,NA,NA
"41",393,"BT",1980,1975,1980117,5,9,79,129,168,197,230,NA,NA,NA,NA
"42",394,"BT",1980,1975,1980118,5,9,67,93,126,156,187,NA,NA,NA,NA
"43",395,"BT",1980,1975,1980120,5,9,56,78,106,144,190,NA,NA,NA,NA
"44",396,"BT",1980,1975,1980121,5,9,59,79,104,138,179,NA,NA,NA,NA
"45",397,"BT",1980,1975,1980122,5,9,74,101,128,152,188,NA,NA,NA,NA
"46",398,"BT",1980,1975,1980125,5,9,67,102,130,166,198,NA,NA,NA,NA
"47",399,"BT",1980,1975,1980128,5,9,67,95,132,155,177,NA,NA,NA,NA
"48",400,"BT",1980,1975,1980131,5,9,66,94,130,162,201,NA,NA,NA,NA
"49",401,"BT",1980,1975,1980132,5,9,69,92,125,161,192,NA,NA,NA,NA
"50",402,"BT",1980,1975,1980133,5,9,63,97,124,158,191,NA,NA,NA,NA
"51",403,"BT",1980,1975,1980136,5,9,56,87,121,161,207,NA,NA,NA,NA
"52",404,"BT",1980,1976,19803,4,9,72,92,125,157,NA,NA,NA,NA,NA
"53",405,"BT",1980,1976,19805,4,9,67,100,121,148,NA,NA,NA,NA,NA
"54",406,"BT",1980,1976,19809,4,9,66,90,126,161,NA,NA,NA,NA,NA
"55",407,"BT",1980,1976,198021,4,9,72,97,132,165,NA,NA,NA,NA,NA
"56",408,"BT",1980,1976,1980100,4,9,67,103,145,187,NA,NA,NA,NA,NA
"57",409,"BT",1980,1976,1980111,4,9,64,92,133,165,NA,NA,NA,NA,NA
"58",410,"BT",1980,1976,1980112,4,9,68,103,145,193,NA,NA,NA,NA,NA
"59",411,"BT",1980,1976,1980114,4,9,66,97,146,196,NA,NA,NA,NA,NA
"60",412,"BT",1980,1976,1980115,4,9,53,82,109,137,NA,NA,NA,NA,NA
"61",413,"BT",1980,1976,1980116,4,9,72,101,127,165,NA,NA,NA,NA,NA
"62",414,"BT",1980,1976,1980124,4,9,72,101,148,196,NA,NA,NA,NA,NA
"63",415,"BT",1980,1976,1980129,4,9,58,93,126,168,NA,NA,NA,NA,NA
"64",416,"BT",1980,1976,1980142,4,9,56,86,135,165,NA,NA,NA,NA,NA
"65",417,"BT",1980,1977,198053,3,9,54,90,140,NA,NA,NA,NA,NA,NA
"66",418,"BT",1980,1977,1980123,3,9,48,78,120,NA,NA,NA,NA,NA,NA
"67",419,"BT",1980,1978,1980134,2,9,74,109,NA,NA,NA,NA,NA,NA,NA
"68",420,"BT",1980,1978,1980138,2,9,64,108,NA,NA,NA,NA,NA,NA,NA
"69",421,"BT",1981,1973,1981133,8,3,53,76,142,175,211,243,269,293,NA
"70",422,"BT",1981,1973,1981183,8,3,68,112,158,192,215,227,233,253,NA
"71",423,"BT",1981,1974,1981180,7,3,63,96,138,165,186,207,240,NA,NA
"72",424,"BT",1981,1974,1981193,7,3,60,82,107,123,139,162,193,NA,NA
"73",425,"BT",1981,1974,1981195,7,3,73,116,145,170,194,226,251,NA,NA
"74",426,"BT",1981,1974,1981199,7,3,52,104,134,150,161,172,196,NA,NA
"75",427,"BT",1981,1975,1981128,6,3,64,96,127,157,188,229,NA,NA,NA
"76",428,"BT",1981,1975,1981145,6,3,58,87,118,143,171,202,NA,NA,NA
"77",429,"BT",1981,1975,1981148,6,3,52,78,104,142,190,231,NA,NA,NA
"78",430,"BT",1981,1975,1981156,6,3,72,98,130,164,189,219,NA,NA,NA
"79",431,"BT",1981,1975,1981182,6,3,62,95,135,167,202,235,NA,NA,NA
"80",432,"BT",1981,1975,1981194,6,3,62,104,136,171,209,235,NA,NA,NA
"81",433,"BT",1981,1975,1981196,6,3,70,101,129,166,202,241,NA,NA,NA
"82",434,"BT",1981,1975,1981200,6,3,62,88,132,174,217,239,NA,NA,NA
"83",435,"BT",1981,1975,1981204,6,3,56,87,111,129,155,178,NA,NA,NA
"84",436,"BT",1981,1975,1981215,6,3,62,95,127,156,194,232,NA,NA,NA
"85",437,"BT",1981,1976,1981122,5,3,78,107,144,179,222,NA,NA,NA,NA
"86",438,"BT",1981,1977,198110,4,3,54,90,134,182,NA,NA,NA,NA,NA
"87",439,"BT",1981,1977,198144,4,3,54,80,124,164,NA,NA,NA,NA,NA
"88",440,"BT",1981,1977,198176,4,3,60,84,134,188,NA,NA,NA,NA,NA
"89",441,"BT",1981,1977,198182,4,3,48,79,120,165,NA,NA,NA,NA,NA
"90",442,"BT",1981,1977,198195,4,3,52,80,134,191,NA,NA,NA,NA,NA
"91",443,"BT",1981,1977,1981121,4,3,43,80,118,172,NA,NA,NA,NA,NA
"92",444,"BT",1981,1977,1981163,4,3,66,102,158,214,NA,NA,NA,NA,NA
"93",445,"BT",1981,1977,1981179,4,3,51,87,119,166,NA,NA,NA,NA,NA
"94",446,"BT",1981,1977,1981185,4,3,71,86,125,168,NA,NA,NA,NA,NA
"95",447,"BT",1981,1977,1981187,4,3,60,89,124,158,NA,NA,NA,NA,NA
"96",448,"BT",1981,1977,1981189,4,3,62,81,130,173,NA,NA,NA,NA,NA
"97",449,"BT",1981,1977,1981197,4,3,70,103,146,197,NA,NA,NA,NA,NA
"98",450,"BT",1981,1977,1981198,4,3,64,115,149,181,NA,NA,NA,NA,NA
"99",451,"BT",1981,1977,1981203,4,3,62,111,147,188,NA,NA,NA,NA,NA
"100",452,"BT",1981,1977,1981207,4,3,52,81,117,159,NA,NA,NA,NA,NA
"101",453,"BT",1981,1977,1981208,4,3,67,108,140,182,NA,NA,NA,NA,NA
"102",454,"BT",1981,1977,1981209,4,3,61,94,147,191,NA,NA,NA,NA,NA
"103",455,"BT",1981,1977,1981210,4,3,50,78,129,163,NA,NA,NA,NA,NA
"104",456,"BT",1981,1977,1981211,4,3,54,91,143,172,NA,NA,NA,NA,NA
"105",457,"BT",1981,1977,1981212,4,3,61,97,134,174,NA,NA,NA,NA,NA
"106",458,"BT",1981,1978,1981188,3,3,65,103,160,NA,NA,NA,NA,NA,NA
"107",459,"BT",1981,1978,1981190,3,3,57,92,140,NA,NA,NA,NA,NA,NA
"108",460,"BT",1981,1978,1981206,3,3,57,111,150,NA,NA,NA,NA,NA,NA
"109",461,"BT",1981,1979,1981178,2,3,74,129,NA,NA,NA,NA,NA,NA,NA
"110",462,"BT",1981,1979,1981192,2,3,56,123,NA,NA,NA,NA,NA,NA,NA
"111",463,"BT",1981,1979,1981202,2,3,63,93,NA,NA,NA,NA,NA,NA,NA
"112",464,"BT",1981,1980,1981220,1,3,71,NA,NA,NA,NA,NA,NA,NA,NA
"113",465,"BT",1981,1980,1981222,1,3,69,NA,NA,NA,NA,NA,NA,NA,NA
"114",466,"BT",1981,1980,1981225,1,3,68,NA,NA,NA,NA,NA,NA,NA,NA
"115",467,"BT",1981,1980,1981226,1,3,60,NA,NA,NA,NA,NA,NA,NA,NA
"116",468,"BT",1981,1980,1981227,1,3,57,NA,NA,NA,NA,NA,NA,NA,NA
"117",469,"BT",1981,1980,1981229,1,3,69,NA,NA,NA,NA,NA,NA,NA,NA
"118",470,"BT",1981,1980,1981230,1,3,69,NA,NA,NA,NA,NA,NA,NA,NA
"119",471,"BT",1981,1980,1981233,1,3,63,NA,NA,NA,NA,NA,NA,NA,NA
"120",472,"BT",1981,1980,1981235,1,3,67,NA,NA,NA,NA,NA,NA,NA,NA
"121",473,"BT",1981,1980,1981236,1,3,50,NA,NA,NA,NA,NA,NA,NA,NA
"122",474,"BT",1982,1973,1982238,9,9,72,104,160,187,215,242,280,304,312
"123",475,"BT",1982,1974,198233,8,9,76,131,158,186,218,265,297,303,NA
"124",476,"BT",1982,1974,1982214,8,9,63,108,146,182,210,239,269,297,NA
"125",477,"BT",1982,1975,19821,7,9,64,89,120,153,195,230,271,NA,NA
"126",478,"BT",1982,1975,198231,7,9,75,112,149,181,212,245,253,NA,NA
"127",479,"BT",1982,1975,198254,7,9,59,84,110,142,181,227,270,NA,NA
"128",480,"BT",1982,1975,1982130,7,9,64,89,128,171,207,234,302,NA,NA
"129",481,"BT",1982,1975,1982139,7,9,55,88,124,164,201,238,253,NA,NA
"130",482,"BT",1982,1975,1982153,7,9,68,86,120,154,188,219,243,NA,NA
"131",483,"BT",1982,1975,1982160,7,9,76,113,155,200,236,272,309,NA,NA
"132",484,"BT",1982,1975,1982161,7,9,66,93,126,158,194,222,256,NA,NA
"133",485,"BT",1982,1975,1982215,7,9,62,105,156,196,246,285,313,NA,NA
"134",486,"BT",1982,1975,1982219,7,9,61,90,124,148,180,223,266,NA,NA
"135",487,"BT",1982,1975,1982222,7,9,68,100,129,161,196,231,265,NA,NA
"136",488,"BT",1982,1975,1982223,7,9,59,93,126,160,194,225,249,NA,NA
"137",489,"BT",1982,1975,1982224,7,9,68,94,124,162,196,226,248,NA,NA
"138",490,"BT",1982,1975,1982228,7,9,79,113,145,183,217,247,280,NA,NA
"139",491,"BT",1982,1975,1982229,7,9,54,101,136,173,225,252,285,NA,NA
"140",492,"BT",1982,1975,1982230,7,9,64,90,124,164,218,259,286,NA,NA
"141",493,"BT",1982,1975,1982231,7,9,58,98,138,176,231,275,303,NA,NA
"142",494,"BT",1982,1975,1982232,7,9,63,102,140,178,223,256,293,NA,NA
"143",495,"BT",1982,1975,1982233,7,9,64,91,132,170,216,240,282,NA,NA
"144",496,"BT",1982,1975,1982235,7,9,74,101,141,174,208,233,276,NA,NA
"145",497,"BT",1982,1976,198243,6,9,70,115,151,189,230,269,NA,NA,NA
"146",498,"BT",1982,1976,1982221,6,9,59,86,121,150,185,208,NA,NA,NA
"147",499,"BT",1982,1976,1982234,6,9,63,92,128,174,224,294,NA,NA,NA
"148",500,"BT",1982,1976,1982236,6,9,59,96,146,200,250,279,NA,NA,NA
"149",501,"BT",1982,1976,1982237,6,9,67,101,144,182,226,279,NA,NA,NA
"150",502,"BT",1982,1977,198227,5,9,76,96,152,189,221,NA,NA,NA,NA
"151",503,"BT",1982,1977,198245,5,9,70,106,153,184,228,NA,NA,NA,NA
"152",504,"BT",1982,1977,198247,5,9,64,99,141,178,195,NA,NA,NA,NA
"153",505,"BT",1982,1977,198249,5,9,55,87,130,180,221,NA,NA,NA,NA
"154",506,"BT",1982,1977,198250,5,9,58,83,125,165,172,NA,NA,NA,NA
"155",507,"BT",1982,1977,1982189,5,9,54,92,132,160,201,NA,NA,NA,NA
"156",508,"BT",1982,1977,1982201,5,9,57,88,125,167,196,NA,NA,NA,NA
"157",509,"BT",1982,1977,1982212,5,9,69,105,153,200,230,NA,NA,NA,NA
"158",510,"BT",1982,1977,1982216,5,9,57,103,155,206,248,NA,NA,NA,NA
"159",511,"BT",1982,1977,1982226,5,9,57,88,147,181,209,NA,NA,NA,NA
"160",512,"BT",1982,1978,198222,4,9,60,84,131,180,NA,NA,NA,NA,NA
"161",513,"BT",1982,1978,198226,4,9,53,80,121,168,NA,NA,NA,NA,NA
"162",514,"BT",1982,1978,198232,4,9,65,125,187,241,NA,NA,NA,NA,NA
"163",515,"BT",1982,1978,198268,4,9,76,118,153,166,NA,NA,NA,NA,NA
"164",516,"BT",1982,1978,1982137,4,9,54,83,141,190,NA,NA,NA,NA,NA
"165",517,"BT",1982,1978,1982138,4,9,62,99,135,159,NA,NA,NA,NA,NA
"166",518,"BT",1982,1978,1982146,4,9,58,91,141,180,NA,NA,NA,NA,NA
"167",519,"BT",1982,1978,1982151,4,9,58,105,158,208,NA,NA,NA,NA,NA
"168",520,"BT",1982,1978,1982152,4,9,74,127,176,210,NA,NA,NA,NA,NA
"169",521,"BT",1982,1978,1982158,4,9,72,111,169,227,NA,NA,NA,NA,NA
"170",522,"BT",1982,1978,1982162,4,9,52,83,143,197,NA,NA,NA,NA,NA
"171",523,"BT",1982,1978,1982163,4,9,67,102,159,169,NA,NA,NA,NA,NA
"172",524,"BT",1982,1978,1982164,4,9,51,86,128,173,NA,NA,NA,NA,NA
"173",525,"BT",1982,1978,1982165,4,9,60,96,144,183,NA,NA,NA,NA,NA
"174",526,"BT",1982,1978,1982166,4,9,79,116,170,209,NA,NA,NA,NA,NA
"175",527,"BT",1982,1978,1982170,4,9,48,76,129,183,NA,NA,NA,NA,NA
"176",528,"BT",1982,1978,1982171,4,9,46,87,143,202,NA,NA,NA,NA,NA
"177",529,"BT",1982,1978,1982181,4,9,74,111,150,189,NA,NA,NA,NA,NA
"178",530,"BT",1982,1978,1982183,4,9,78,108,146,195,NA,NA,NA,NA,NA
"179",531,"BT",1982,1978,1982191,4,9,61,89,125,164,NA,NA,NA,NA,NA
"180",532,"BT",1982,1978,1982195,4,9,58,100,143,192,NA,NA,NA,NA,NA
"181",533,"BT",1982,1978,1982196,4,9,63,90,124,149,NA,NA,NA,NA,NA
"182",534,"BT",1982,1978,1982198,4,9,65,104,148,181,NA,NA,NA,NA,NA
"183",535,"BT",1982,1978,1982199,4,9,64,102,138,199,NA,NA,NA,NA,NA
"184",536,"BT",1982,1978,1982203,4,9,54,89,154,213,NA,NA,NA,NA,NA
"185",537,"BT",1982,1978,1982205,4,9,56,97,151,205,NA,NA,NA,NA,NA
"186",538,"BT",1982,1978,1982211,4,9,52,87,138,191,NA,NA,NA,NA,NA
"187",539,"BT",1982,1978,1982220,4,9,75,126,179,231,NA,NA,NA,NA,NA
"188",540,"BT",1982,1979,198223,3,9,61,109,166,NA,NA,NA,NA,NA,NA
"189",541,"BT",1982,1979,198224,3,9,74,125,185,NA,NA,NA,NA,NA,NA
"190",542,"BT",1982,1979,198225,3,9,78,125,174,NA,NA,NA,NA,NA,NA
"191",543,"BT",1982,1979,198230,3,9,48,85,132,NA,NA,NA,NA,NA,NA
"192",544,"BT",1982,1979,198238,3,9,69,111,161,NA,NA,NA,NA,NA,NA
"193",545,"BT",1982,1979,198239,3,9,65,111,161,NA,NA,NA,NA,NA,NA
"194",546,"BT",1982,1979,198240,3,9,65,108,169,NA,NA,NA,NA,NA,NA
"195",547,"BT",1982,1979,198241,3,9,65,114,182,NA,NA,NA,NA,NA,NA
"196",548,"BT",1982,1979,198252,3,9,57,111,149,NA,NA,NA,NA,NA,NA
"197",549,"BT",1982,1979,198256,3,9,63,123,217,NA,NA,NA,NA,NA,NA
"198",550,"BT",1982,1979,198269,3,9,70,111,186,NA,NA,NA,NA,NA,NA
"199",551,"BT",1982,1979,198270,3,9,77,126,175,NA,NA,NA,NA,NA,NA
"200",552,"BT",1982,1979,198279,3,9,72,121,182,NA,NA,NA,NA,NA,NA
"201",553,"BT",1982,1979,1982167,3,9,68,111,163,NA,NA,NA,NA,NA,NA
"202",554,"BT",1982,1979,1982190,3,9,75,118,176,NA,NA,NA,NA,NA,NA
"203",555,"BT",1982,1979,1982192,3,9,69,115,176,NA,NA,NA,NA,NA,NA
"204",556,"BT",1982,1979,1982197,3,9,62,107,172,NA,NA,NA,NA,NA,NA
"205",557,"BT",1982,1979,1982202,3,9,62,107,162,NA,NA,NA,NA,NA,NA
"206",558,"BT",1982,1979,1982204,3,9,63,108,166,NA,NA,NA,NA,NA,NA
"207",559,"BT",1982,1979,1982206,3,9,76,123,171,NA,NA,NA,NA,NA,NA
"208",560,"BT",1982,1979,1982207,3,9,76,125,183,NA,NA,NA,NA,NA,NA
"209",561,"BT",1982,1979,1982208,3,9,62,107,162,NA,NA,NA,NA,NA,NA
"210",562,"BT",1982,1979,1982209,3,9,53,93,154,NA,NA,NA,NA,NA,NA
"211",563,"BT",1982,1979,1982210,3,9,56,98,158,NA,NA,NA,NA,NA,NA
"212",564,"BT",1982,1980,19822,2,9,60,107,NA,NA,NA,NA,NA,NA,NA
"213",565,"BT",1982,1980,198228,2,9,69,129,NA,NA,NA,NA,NA,NA,NA
"214",566,"BT",1982,1980,198229,2,9,53,123,NA,NA,NA,NA,NA,NA,NA
"215",567,"BT",1982,1980,198234,2,9,67,123,NA,NA,NA,NA,NA,NA,NA
"216",568,"BT",1982,1980,198235,2,9,68,128,NA,NA,NA,NA,NA,NA,NA
"217",569,"BT",1982,1980,198236,2,9,68,131,NA,NA,NA,NA,NA,NA,NA
"218",570,"BT",1982,1980,198237,2,9,69,132,NA,NA,NA,NA,NA,NA,NA
"219",571,"BT",1982,1980,198246,2,9,64,131,NA,NA,NA,NA,NA,NA,NA
"220",572,"BT",1982,1980,198260,2,9,66,147,NA,NA,NA,NA,NA,NA,NA
"221",573,"BT",1982,1980,198262,2,9,60,138,NA,NA,NA,NA,NA,NA,NA
"222",574,"BT",1982,1980,198263,2,9,72,145,NA,NA,NA,NA,NA,NA,NA
"223",575,"BT",1982,1980,198265,2,9,61,125,NA,NA,NA,NA,NA,NA,NA
"224",576,"BT",1982,1980,1982124,2,9,64,119,NA,NA,NA,NA,NA,NA,NA
"225",577,"BT",1982,1980,1982135,2,9,77,142,NA,NA,NA,NA,NA,NA,NA
"226",578,"BT",1982,1980,1982141,2,9,65,127,NA,NA,NA,NA,NA,NA,NA
"227",579,"BT",1982,1980,1982143,2,9,66,130,NA,NA,NA,NA,NA,NA,NA
"228",580,"BT",1982,1980,1982144,2,9,71,132,NA,NA,NA,NA,NA,NA,NA
"229",581,"BT",1982,1980,1982145,2,9,68,121,NA,NA,NA,NA,NA,NA,NA
"230",582,"BT",1982,1980,1982147,2,9,66,120,NA,NA,NA,NA,NA,NA,NA
"231",583,"BT",1982,1980,1982148,2,9,68,119,NA,NA,NA,NA,NA,NA,NA
"232",584,"BT",1982,1980,1982168,2,9,64,121,NA,NA,NA,NA,NA,NA,NA
"233",585,"BT",1982,1980,1982173,2,9,63,112,NA,NA,NA,NA,NA,NA,NA
"234",586,"BT",1982,1980,1982174,2,9,68,116,NA,NA,NA,NA,NA,NA,NA
"235",587,"BT",1982,1980,1982182,2,9,70,131,NA,NA,NA,NA,NA,NA,NA
"236",588,"BT",1982,1980,1982184,2,9,73,132,NA,NA,NA,NA,NA,NA,NA
"237",589,"BT",1982,1980,1982185,2,9,66,123,NA,NA,NA,NA,NA,NA,NA
"238",590,"BT",1982,1980,1982193,2,9,71,130,NA,NA,NA,NA,NA,NA,NA
"239",591,"BT",1982,1980,1982194,2,9,81,143,NA,NA,NA,NA,NA,NA,NA
"240",592,"BT",1982,1980,1982200,2,9,67,136,NA,NA,NA,NA,NA,NA,NA
"241",593,"BT",1982,1981,1982142,1,9,76,NA,NA,NA,NA,NA,NA,NA,NA
"242",594,"BT",1982,1981,1982149,1,9,75,NA,NA,NA,NA,NA,NA,NA,NA
"243",595,"BT",1983,1975,1983238,8,9,55,104,146,186,224,265,327,392,NA
"244",596,"BT",1983,1976,198399,7,9,70,100,136,178,223,251,275,NA,NA
"245",597,"BT",1983,1976,1983229,7,9,68,100,134,170,196,218,225,NA,NA
"246",598,"BT",1983,1976,1983233,7,9,67,92,122,148,177,201,228,NA,NA
"247",599,"BT",1983,1977,1983198,6,9,60,93,146,192,223,232,NA,NA,NA
"248",600,"BT",1983,1978,198398,5,9,72,116,163,226,254,NA,NA,NA,NA
"249",601,"BT",1983,1978,1983100,5,9,53,92,162,229,253,NA,NA,NA,NA
"250",602,"BT",1983,1978,1983140,5,9,63,96,137,201,236,NA,NA,NA,NA
"251",603,"BT",1983,1978,1983148,5,9,62,87,139,183,199,NA,NA,NA,NA
"252",604,"BT",1983,1978,1983199,5,9,59,103,154,204,239,NA,NA,NA,NA
"253",605,"BT",1983,1978,1983217,5,9,48,110,139,180,190,NA,NA,NA,NA
"254",606,"BT",1983,1978,1983228,5,9,58,93,141,212,235,NA,NA,NA,NA
"255",607,"BT",1983,1978,1983230,5,9,72,118,165,177,204,NA,NA,NA,NA
"256",608,"BT",1983,1978,1983231,5,9,70,118,155,202,246,NA,NA,NA,NA
"257",609,"BT",1983,1978,1983232,5,9,64,116,174,224,243,NA,NA,NA,NA
"258",610,"BT",1983,1978,1983237,5,9,66,98,150,197,220,NA,NA,NA,NA
"259",611,"BT",1983,1979,198349,4,9,76,121,173,183,NA,NA,NA,NA,NA
"260",612,"BT",1983,1979,198350,4,9,68,111,165,180,NA,NA,NA,NA,NA
"261",613,"BT",1983,1979,198352,4,9,53,101,160,176,NA,NA,NA,NA,NA
"262",614,"BT",1983,1979,1983134,4,9,66,114,170,179,NA,NA,NA,NA,NA
"263",615,"BT",1983,1979,1983147,4,9,75,112,133,150,NA,NA,NA,NA,NA
"264",616,"BT",1983,1979,1983149,4,9,63,103,175,206,NA,NA,NA,NA,NA
"265",617,"BT",1983,1979,1983181,4,9,64,111,170,210,NA,NA,NA,NA,NA
"266",618,"BT",1983,1979,1983203,4,9,76,109,141,165,NA,NA,NA,NA,NA
"267",619,"BT",1983,1979,1983207,4,9,70,120,180,196,NA,NA,NA,NA,NA
"268",620,"BT",1983,1979,1983210,4,9,51,91,141,155,NA,NA,NA,NA,NA
"269",621,"BT",1983,1979,1983211,4,9,59,101,172,198,NA,NA,NA,NA,NA
"270",622,"BT",1983,1979,1983214,4,9,86,136,179,189,NA,NA,NA,NA,NA
"271",623,"BT",1983,1979,1983218,4,9,60,105,165,179,NA,NA,NA,NA,NA
"272",624,"BT",1983,1979,1983235,4,9,62,105,167,180,NA,NA,NA,NA,NA
"273",625,"BT",1983,1980,198347,3,9,64,130,169,NA,NA,NA,NA,NA,NA
"274",626,"BT",1983,1980,198348,3,9,72,116,159,NA,NA,NA,NA,NA,NA
"275",627,"BT",1983,1980,198351,3,9,74,123,172,NA,NA,NA,NA,NA,NA
"276",628,"BT",1983,1980,198353,3,9,71,126,160,NA,NA,NA,NA,NA,NA
"277",629,"BT",1983,1980,198360,3,9,72,127,166,NA,NA,NA,NA,NA,NA
"278",630,"BT",1983,1980,198361,3,9,74,142,174,NA,NA,NA,NA,NA,NA
"279",631,"BT",1983,1980,198362,3,9,66,122,154,NA,NA,NA,NA,NA,NA
"280",632,"BT",1983,1980,198363,3,9,67,138,167,NA,NA,NA,NA,NA,NA
"281",633,"BT",1983,1980,198364,3,9,78,130,165,NA,NA,NA,NA,NA,NA
"282",634,"BT",1983,1980,198365,3,9,67,123,167,NA,NA,NA,NA,NA,NA
"283",635,"BT",1983,1980,198366,3,9,72,132,164,NA,NA,NA,NA,NA,NA
"284",636,"BT",1983,1980,198368,3,9,59,99,141,NA,NA,NA,NA,NA,NA
"285",637,"BT",1983,1980,198369,3,9,60,111,144,NA,NA,NA,NA,NA,NA
"286",638,"BT",1983,1980,198370,3,9,66,113,139,NA,NA,NA,NA,NA,NA
"287",639,"BT",1983,1980,198371,3,9,67,128,164,NA,NA,NA,NA,NA,NA
"288",640,"BT",1983,1980,198372,3,9,72,139,157,NA,NA,NA,NA,NA,NA
"289",641,"BT",1983,1980,1983136,3,9,69,130,163,NA,NA,NA,NA,NA,NA
"290",642,"BT",1983,1980,1983137,3,9,67,139,186,NA,NA,NA,NA,NA,NA
"291",643,"BT",1983,1980,1983138,3,9,65,128,163,NA,NA,NA,NA,NA,NA
"292",644,"BT",1983,1980,1983141,3,9,78,150,177,NA,NA,NA,NA,NA,NA
"293",645,"BT",1983,1980,1983142,3,9,74,144,173,NA,NA,NA,NA,NA,NA
"294",646,"BT",1983,1980,1983146,3,9,68,127,148,NA,NA,NA,NA,NA,NA
"295",647,"BT",1983,1980,1983151,3,9,70,124,148,NA,NA,NA,NA,NA,NA
"296",648,"BT",1983,1980,1983152,3,9,64,123,149,NA,NA,NA,NA,NA,NA
"297",649,"BT",1983,1980,1983153,3,9,70,124,143,NA,NA,NA,NA,NA,NA
"298",650,"BT",1983,1980,1983154,3,9,63,128,165,NA,NA,NA,NA,NA,NA
"299",651,"BT",1983,1980,1983158,3,9,63,101,134,NA,NA,NA,NA,NA,NA
"300",652,"BT",1983,1980,1983164,3,9,70,131,165,NA,NA,NA,NA,NA,NA
"301",653,"BT",1983,1980,1983165,3,9,73,128,153,NA,NA,NA,NA,NA,NA
"302",654,"BT",1983,1980,1983167,3,9,69,118,140,NA,NA,NA,NA,NA,NA
"303",655,"BT",1983,1980,1983168,3,9,67,118,152,NA,NA,NA,NA,NA,NA
"304",656,"BT",1983,1980,1983169,3,9,53,83,119,NA,NA,NA,NA,NA,NA
"305",657,"BT",1983,1980,1983178,3,9,70,120,142,NA,NA,NA,NA,NA,NA
"306",658,"BT",1983,1980,1983179,3,9,73,114,135,NA,NA,NA,NA,NA,NA
